codice_tipologia,provincia,regione,soggetto,formato,prodotto,produttore
L34,TN,Trentino Alto Adige,Salute,Microsoft SQL Server,BUSTERMED MANAGER,Spid spa
L34,TN,Trentino Alto Adige,Salute,Microsoft SQL Server,BUSTERMET CENTER,Spid spa
L7,VA,Lombardia,Salute,Oracle,ButterflyWEB,Praezision life
L7,MI,Lombardia,Salute,Oracle,ButterflyWEB,Praezision life
L7,MN,Lombardia,Salute,Microsoft SQL Server,ButterflyWEB,Praezision life
L7,BS,Lombardia,Salute,Sql,ButterflyWEB,Praezision life
L7,MI,Lombardia,Salute,Mysql,BVELCO3,ASL Milano 2
L7,MI,Lombardia,Salute,Mysql,CallCenter DPM,ASL Milano 2
L8,CR,Lombardia,Salute,Oracle,Camelia,Reply spa
L7,MI,Lombardia,Altro: amministrazione,Oracle,Camelia,Santer Reply
L8,PV,Lombardia,Salute,Oracle,Camelia - CUP,Santer Reply
L7,BS,Lombardia,Salute,Oracle,CameliaWeb,Reply spa
L8,VA,Lombardia,Salute,Oracle,CameliaWeb,Santer Reply
L8,VA,Lombardia,Salute,Oracle,CameliaWeb,Santer Reply
L8,MI,Lombardia,Salute,Oracle,CameliaWeb,Santer Reply
L7,BS,Lombardia,Salute,Mysql,CAMPS,Invisiblefarm
L8,GE,Liguria,Salute,Microsoft SQL Server,CANOPO,Shorr Kan srl
L8,GE,Liguria,Lavoro,Oracle,CANOPO,Shorr Kan srl
L7,PT,Toscana,Salute,Microsoft SQL Server,CANOPO,Sorr Kan
L8,CR,Lombardia,Salute,Oracle,Capsule,Capsule
L8,BO,Emilia Romagna,Bilancio,Oracle,CARDINIS,GFT
L8,GE,Liguria,Salute,Microsoft access,CARDIOBASE,Istituto Giannina Gaslini
L8,BA,Puglia,Salute,Microsoft SQL Server,CARDIOLINE,TSDPRO
L7,BI,Piemonte,Salute,Oracle,Cardiologia Monitor,Dedalus
L8,MI,Lombardia,Salute,Microsoft SQL Server,CARDIOLOGY ORGANIZER,Esaote
L8,MI,Lombardia,Salute,Microsoft SQL Server,CardioPACS,Ebit Aet
L8,TR,Umbria,Salute,Microsoft SQL Server,Cardioplanet,Esaote
L7,AL,Piemonte,Salute,Microsoft SQL Server,Cardioref,3A Sistemi
L7,TO,Piemonte,Salute,Microsoft SQL Server,CARDIORG,Esaote
L7,BI,Piemonte,Salute,Microsoft SQL Server,Cardiosoft,Dedalus
L8,BO,Emilia Romagna,Salute,Oracle,Carestream,Carestream
L7,AQ,Abruzzo,Salute,Oracle,Carestream Vue RIS,Carestream
L7,PD,Veneto,Salute,Oracle,CARIBEL,Caribel Programmazione
L7,MI,Lombardia,Salute,Oracle,Caribel Medicina Legale,Caribel Programmazione
L7,CN,Piemonte,Salute,Oracle,Cartella Ambulatoriale,ASL CN1
L7,CN,Piemonte,Salute,Oracle,Cartella Ambulatoriale,ASL CN1
L7,VR,Veneto,Salute,Microsoft access,Cartella Ambulatoriale Cardiologia,Applicazione Interna
C7,PD,Veneto,Previdenza e assistenza,Firebird,CARTELLA CLINICA,Cba informatica
L8,BG,Lombardia,Salute,Microsoft access,Cartella Diabetologia,Mario Negri
L7,TO,Piemonte,Salute,Microsoft SQL Server,Cartella ginecologica distretto,ASL TO5
L7,PI,Toscana,Salute,Lotus domino,Cartella Lotus,Data processing
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CARTELLA MULTIDIMENS.,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CARTELLA MULTIDIMENS.,Cba informatica
L34,VR,Veneto,Previdenza e assistenza,Firebird,CARTELLA MULTIDIMENSIONALE,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,CARTELLA MULTIDIMENSIONALE,Cba informatica
L34,VE,Veneto,Salute,Microsoft SQL Server,Cartella Multifunzionale Utenti (Sociale Educativa),Esakon snc
L34,VI,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TN,Trentino Alto Adige,Altro: Gestione utenti,Firebird,cartella socio sanitaria,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,VR,Veneto,Salute,Microsoft SQL Server,Cartella Multifunzionale Utenti (Sociale Educativa),Esakon snc
L8,BG,Lombardia,Salute,Microsoft access,Cartella Nefrologia,Mario Negri
L7,VR,Veneto,Salute,Microsoft access,Cartella Psichiatria,Applicazione Interna
L34,PD,Veneto,Previdenza e assistenza,Firebird,CARTELLA SANITARIA,Cba informatica
L34,MO,Emilia Romagna,Salute,POSTGRESS in CLOUD,Cartella sanitaria assistenziale,Advenias s.r.l.
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,Cartelle cliniche,Cba informatica
L7,VE,Veneto,Salute,Microsoft SQL Server,Cartelle cliniche,Dacos
L34,PC,Emilia Romagna,Salute,Microsoft SQL Server,Cartella Sanitaria Assistenziale Ospiti,Esakon snc
L34,VI,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Firebird,cartella socio sanitaria,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,CARTELLA SOCIO-SANITARIA (CSS),Cba informatica
L34,TV,Veneto,Previdenza e assistenza,Microsoft SQL server express e Firebird,CARTELLA SOCIO SANITARIA E ASSISTENZIALE,Margotta Srl
L34,VE,Veneto,Salute,Microsoft SQL Server,Cartella utente,SoftwareUno
L7,BO,Emilia Romagna,Salute,Microsoft SQL Server,Cartelle,Vecomp
L8,PR,Emilia Romagna,Bilancio,Microsoft SQL Server,CASSA,Sinfo s.r.l
L7,VA,Lombardia,Salute,Microsoft access,CassaASL_Euro,ASL Varese
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TV,Veneto,Altro: gestione amministrativa,Firebird,Cassa economato,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,IM,Liguria,Bilancio,Firebird,Cassa economato,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Cassa economato,Cba informatica
L34,PN,Friuli Venezia Giulia,Bilancio,Firebird,Cassa economato,Cba informatica
C7,TO,Piemonte,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VE,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,BO,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,RO,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Cassa economato,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
C7,TO,Piemonte,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,PR,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,FC,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,BO,Emilia Romagna,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cassa economato,Cba informatica
L7,SV,Liguria,Salute,Oracle,CCD,ASL2
L7,AO,Valle D'Aosta,Salute,Postgresql,CDPatient,Siemens
L8,CA,Sardegna,Salute,Oracle,CEDAP SISaR,Engineering
L7,OG,Sardegna,Salute,Oracle,CEDAP SISaR,Engineering
L8,BO,Emilia Romagna,Bilancio,Oracle,CE4,Data processing
L8,VA,Lombardia,Bilancio,Oracle,CE4,Data processing
L8,VA,Lombardia,Bilancio,Oracle,CE4,Data processing
L8,VA,Lombardia,Bilancio,Oracle,CE4,Data processing
L7,CA,Sardegna,Salute,Oracle,CEDAP SISaR,Engineering
L8,BG,Lombardia,Salute,Oracle,Cespiti,Data processing
L8,MB,Lombardia,Salute,Oracle,Cespiti,Data processing
L7,MN,Lombardia,Salute,Firebird,CechUp,STUDIOSOFT INFORMATICA S.r.l.
L7,PG,Umbria,Salute,Microsoft access,Cedap,Azienda USL Umbria 1
L7,TR,Umbria,Salute,Microsoft access,Cedap,Azienda USL Umbria 2
L8,PR,Emilia Romagna,Salute,Mysql,Cedap,CSAmed
L7,TE,Abruzzo,Salute,Mysql,Cedap,Euroniformatica
L7,TR,Umbria,Salute,Microsoft SQL Server,Cedap,Ylios S.r.l.
L7,OR,Sardegna,Salute,Oracle,CEDAP SISaR,Engineering
L7,CA,Sardegna,Salute,Oracle,CEDAP SISaR,Engineering
L7,LO,Lombardia,Personale,Oracle,Cedolino web,Job time
L7,FE,Emilia Romagna,Salute,Oracle,Celiachia,Delta informatica
L7,BO,Emilia Romagna,Salute,Oracle,Celiaci,Delta informatica
L8,MN,Lombardia,Salute,Oracle,Cespiti,Data processing
L7,PG,Umbria,Salute,Microsoft access,CESPAPEL,Coincespa
L34,MO,Emilia Romagna,Bilancio,Firebird,Cespiti,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Cespiti,Cba informatica
L7,PG,Umbria,Salute,Oracle,CessioneServizi,Azienda USL Umbria 1
L7,AQ,Abruzzo,Salute,Oracle,Cetraplus,Menarini
L8,BA,Puglia,Salute,Oracle,Cetraplus,Menarini
L8,PZ,Basilicata,Salute,Oracle,Cetraplus CRS,A. Menarini Diagnostics
L8,PZ,Basilicata,Salute,Oracle,Cetraplus WEB,A. Menarini Diagnostics
L7,TE,Abruzzo,Salute,Oracle,Cetraplus WEB,Zucchetti Centro Sistemi SPA
L8,BO,Emilia Romagna,Bilancio,Oracle,CI4,Data processing
L8,VA,Lombardia,Bilancio,Oracle,CI4,Data processing
L8,VA,Lombardia,Bilancio,Oracle,CI4,Data processing
L8,VA,Lombardia,Bilancio,Oracle,CI4,Data processing
L34,FE,Emilia Romagna,Bilancio,Firebord,Contabilità economica,Cba informatica
L7,VE,Veneto,Comunicazioni,Oracle,Civilia,Dedagroup
L7,MI,Lombardia,Altro: amministrazione,Oracle,CMAP,DSP srl
L7,BS,Lombardia,Bilancio,Oracle,CO.AN.,Oslo srl
L7,MI,Lombardia,Salute,Oracle,Cognos Query Studio e ReportNet,IBM Italia Spa
L8,MI,Lombardia,Salute,Oracle,Concerto,Dedalus
L7,BS,Lombardia,Salute,Oracle,Concerto,Dedalus
L7,BS,Lombardia,Salute,Oracle,Concerto,Dedalus
L7,CN,Piemonte,Salute,Oracle,Concerto,Dedalus
L7,AL,Piemonte,Salute,Oracle,Concerto,Dedalus
L7,LU,Toscana,Salute,Oracle,Concerto,Dedalus
L7,BS,Lombardia,Salute,Oracle,Concerto,Dedalus
L7,BZ,Trentino Alto Adige,Salute,Oracle,Concerto,Dedalus
L8,GE,Liguria,Salute,Oracle,Concerto,Dedalus
L8,GE,Liguria,Salute,Oracle,Concerto,Dedalus
L8,GE,Liguria,Salute,Oracle,Concerto,Dedalus
L8,CR,Lombardia,Salute,Oracle,Concerto,Dedalus
L8,BG,Lombardia,Salute,Oracle,Concerto,Dedalus
L7,VA,Lombardia,Salute,Microsoft access,Concerto,Honeywell Srl
L7,LO,Lombardia,Personale,Oracle,Concorsi,Info line S.r.l.
L7,BO,Emilia Romagna,Salute,Oracle,Consorsi,Infoline
L7,LO,Lombardia,Salute,Oracle,CONSULAVE,Avelco
L7,AQ,Abruzzo,Salute,DB2 AS/400,Consulenze,ASL 1
L8,PR,Emilia Romagna,Bilancio,Microsoft SQL Server,Consultazione Diapason,Az.Ospedaliero-universitaria Parma
L7,VA,Lombardia,Salute,Oracle,Consultori,GPI s.p.a.
L7,TO,Piemonte,Salute,Microsoft SQL Server,Consuntivazioni prestazioni ambulatoriali,EDP Magliano
L7,AL,Piemonte,Salute,DB2 AS/400,Contabilità,Dedalus
L8,PZ,Basilicata,Bilancio,Sql,Contabilità,Intema Sanità Srl
L34,TV,Veneto,Altro: gestione amministrativa,Firebird,Contabilità analitica,Cba informatica
C7,PD,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,RA,Emilia Romagna,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,RA,Emilia Romagna,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,FE,Emilia Romagna,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,MB,Lombardia,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,FE,Emilia Romagna,Bilancio,Firebord,Contabilità analitica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità analitica,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Contabilità Bilancio,Cba informatica
L34,TV,Veneto,Altro: gestione amministrativa,Firebird,Contabilità economica,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,IM,Liguria,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,BL,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,RA,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VE,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
C7,PD,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
C7,TO,Piemonte,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,IM,Liguria,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PR,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,RA,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
C7,TO,Piemonte,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,FE,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,BO,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,RO,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
C7,TO,Piemonte,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PR,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,MB,Lombardia,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,FC,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,PN,Friuli Venezia Giulia,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,BO,Emilia Romagna,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,BZ,Trentino Alto Adige,Bilancio,Firebird,Contabilità economica,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Contabilità economica,Cba informatica
L8,MN,Lombardia,Salute,Oracle,Contabilità economica,Data processing
L8,BG,Lombardia,Salute,Oracle,Contabilità economica,Data processing
L8,MB,Lombardia,Salute,Oracle,Contabilità economica,Data processing
L34,VI,Veneto,Salute,Microsoft SQL Server,Contabilità economica,Esakon snc
L34,VI,Veneto,Salute,Microsoft SQL Server,Contabilità economica,Esakon snc
L34,VR,Veneto,Salute,Microsoft SQL Server,Contabilità economica,Esakon snc
L34,TN,Trentino Alto Adige,Salute,Microsoft SQL Server,Contabilità economica,Esakon snc
L34,VI,Veneto,Salute,Microsoft SQL Server,Contabilità economica,Esakon snc
L34,TN,Trentino Alto Adige,Salute,Microsoft SQL Server,Contabilità economica,Esakon snc
L34,VE,Veneto,Salute,Microsoft SQL Server,Contabilità economica,Esakon snc
