"codice_ipa","denominazione","codice_fiscale","mail","mail_pec","codice_tipologia","codice_localizzazione"
"apspl_bo","A.S.P. Galuppi Ramponi di Pieve di Cento","02806131203","aspgaluppiramponi@legalmail.it",t,"L34",5194
"apspm","Azienda Pubblica di Servizi alla Persona Margherita Grazioli","00358520229","apspgrazioli@pec.it",t,"L34",7378
"apspp","A.P.S.P. Padre Odone Nicolini","86001530228","odone@pec.apsppievedibono.it",t,"L34",5192
"APSP_PR","Azienda Pubblica di Servizi alla Persona Distretto di Fidenza","02496470341","protocollo@pec.aspdistrettofidenza.it",t,"L34",2749
"apspps","A.P.S.P. Piccolo Spedale","81002110229","apsp.pievetesino@pec.it",t,"L34",5205
"apspr","Azienda Pubblica di Servizi alla Persona Rutigliano","80005610722","aspmontedeipoveri@pec.it",t,"L34",5984
"apsprf","Apsp","81000810226","apspstrigno@pec.it",t,"L34",7056
"apsprm","A.P.S.P. Residenza Molino","84002450223","info@pec.residenzamolino.it",t,"L34",2595
"apsp_rub","Azienda Pubblica di Servizi alla Persona A.S.P. del Rubicone","03729940407","segreteria.aspdelrubicone@pec.it",t,"L34",6290
"apsps_bo","Azienda Pubblica di Servizi alla Persona Seneca","02800411205","asp-seneca@cert.provincia.bo.it",t,"L34",2443
"apspsg","Azienda Pubblica Servizi alla Persona San Giovanni","01144840228","protocollo@pec.sangiovanni.tn.it",t,"L34",4033
"apspsgp","APSP 'San Giuseppe' di Primiero","00374850220","segreteria@pec.apsp-primiero.net",t,"L34",7341
"apspu","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA UMBERTO I","83000430302","umbertoprimo@pec.italpro.net",t,"L34",3478
"apsp_vs","Azienda Pubblica di Servizi alla Persona del distretto Cesena Valle Savio","03803460405","postmaster@pec.aspcesenavallesavio.eu",t,"L34",2000
"apsp_wv","Azienda Pubblica di Servizi alla Persona Giovanni Endrizzi","00322440223","amministrazione@pec.apsplavis.it",t,"L34",3499
"apss","Azienda Provinciale per i Servizi Sanitari della Provincia Autonoma di Trento","01429410226","apss@pec.apss.tn.it",t,"L7",7378
"c_a443","Comune di Arsie'","00207780255","arsie.bl@cert.ip-veneto.net",t,"L6",355
"ar_072","Agenzia Regionale Attivita Irrigue e Forestali","07026760723","trasparenza@pec.arifpuglia.it",t,"L21",532
"arca","Azienda Regionale Centrale Acquisti S.p.a.","07948340968","arca@pec.regione.lombardia.it",t,"L1",4046
"ardsu_to","A. R. Diritto Studio Universitario  Toscana","94164020482","dsutoscana@postacert.toscana.it",t,"L15",2782
"arida_03","Agenzia Regionale per Il Diritto Agli Studi Superiori (ardiss) di Trieste","01241240322","ardiss@certregione.fvg.it",t,"L15",7417
"arifl_mi","Agenzia Regionale Istruzione Formazione e Lavoro","97088090150","arifl@pec.regione.lombardia.it",t,"L19",4046
"arllf","Agenzia Regionale per La Lingua Friulana","94094780304","arlef@certgov.fvg.it",t,"L1",7470
"arlpa_","Agenzia Regionale per la Protezione dell'Ambiente della Campania","07407530638","direzionegenerale.arpac@pec.arpacampania.it",t,"L2",4547
"arlpa_ge","Agenzia Regionale per la Protezione dell'Ambiente Ligure","01305930107","arpal@pec.arpal.gov.it",t,"L2",3073
"arlpa_to","Agenzia Regionale per la Protezione dell'Ambiente del Piemonte","07176380017","protocollo@pec.arpa.piemonte.it",t,"L2",7251
"arlpt_","Agenzia Regionale per La Promozione Turistica","95054110101","agenziainliguria@pec.it",t,"L10",3073
"arlra_sa","Agenzia Regionale per La Ricerca in Agricoltura - Agris","02270290907","protocollo@pec.agrisricerca.it",t,"C8",6625
"arls_031","Agenzia Regionale per Lo Sviluppo Rurale - Ersa","00485650311","ersa@certregione.fvg.it",t,"L13",3179
"arpa","Agenzia Regionale per la Protezione dell'Ambiente dell'Emilia Romagna","04290860370","dirgen@cert.arpa.emr.it",t,"L2",740
"arpa_09","Agenzia Regionale per la Protezione dell'Ambiente della Valle D'Aosta","00634260079","arpavda@cert.legalmail.it",t,"L2",6002
"arpa_fvg","Agenzia Regionale per la Protezione dell'Ambiente del Friuli Venezia Giulia","02096520305","arpa@certregione.fvg.it",t,"L2",4914
"arpa_laz","Agenzia Regionale per la Protezione dell'Ambiente del Lazio","97172140580","direzione.centrale@arpalazio.legalmailpa.it",t,"L2",5692
"arpa_mi","Agenzia Regionale per la Protezione dell'Ambiente della Lombardia","13015060158","arpa@pec.regione.lombardia.it",t,"L2",4046
"arpat","Agenzia Regionale per la Protezione dell'Ambiente della Toscana","04686190481","arpat.protocollo@postacert.toscana.it",t,"L2",2782
"arpa_umb","Agenzia Regionale per la Protezione dell'Ambiente dell'Umbria","94086960542","protocollo@cert.arpa.umbria.it",t,"L2",5062
"arpa_ve","Agenzia Regionale per la Protezione dell'Ambiente del Veneto","92111430283","protocollo@pec.arpav.it",t,"L2",4864
"arret_","Asp Rete - Reggio Emilia Terza Eta'","01925120352","asp.rete@postecert.it",t,"L34",5650
"ars_tosc","Agenzia Regionale di Sanita della Toscana","04992010480","ars@postacert.toscana.it",t,"L22",2782
"art","Autorita' di Regolazione Dei Trasporti","97772010019","pec@pec.autorita-trasporti.it",t,"C5",7251
"arte_048","Agenzia Regionale Toscana per Le Erogazioni in Agricoltura","05096020481","artea@cert.legalmail.it",t,"L21",2782
"artlei","Azienda Regionale Territoriale per L'Edilizia della Provincia di Imperia","00127020089","arteim@pec.it",t,"L39",3326
"as","Anas Spa","80208450587","anas@postacert.stradeanas.it",t,"S01",5873
"as11_FI","Azienda Unita' Sanitaria Locale 11 di Empoli","04616830487","asl11empoli@postacert.toscana.it",t,"L7",2619
"as1_LE","Azienda Sanitaria Locale di Lecce","04008300750","protocollo.asl.lecce@pec.rupar.puglia.it",t,"L7",3502
"as1_TO","Azienda Sanitaria Locale TO1 di Torino","09737640012","aslto1@postecert.it",t,"L7",7251
"as2_ol","Azienda Sanitaria 2 di Olbia","01687160901","protocollo@pec.aslolbia.it",t,"L7",4692
"as5_SP","Azienda USL 5 - Spezzino","00962520110","protocollo.generale@pec.asl5.liguria.it",t,"L7",3409
"as7_tv","Azienda ULSS 7","00896790268","protocollo@cert.ulss7.it",t,"L7",5196
"as_asti","Azienda sanitaria Locale - ASL - Asti","01120620057","protocollo@pec.asl.at.it",t,"L7",386
"as_BO66","Azienda USL Imola","90000900374","ausl@pec.ausl.imola.bo.it",t,"L7",3325
"asian","Azienda Servizi Igiene Ambientale Napoli Spa","07494740637","asianapoli.da@pec.it",t,"L37",4547
"asl14_vco","Azienda Sanitaria Locale VCO","00634880033","protocollo@pec.aslvco.it",t,"L7",4725
"asl1_asl","Azienda Sanitaria Locale Avezzano Sulmona L'Aquila","01792410662","protocollogenerale@pec.asl1abruzzo.it",t,"L7",3402
"asl1_im","Azienda Sanitaria ASL1 Imperiese","01083060085","protocollo@pec.asl1.liguria.it",t,"L7",6431
"asl2_cr","ASL della provincia di Cremona","01150400198","dirgen@pec.aslcremona.it",t,"L7",2433
"asl_2lvc","Azienda Sanitaria Locale 2 Lanciano Vasto Chieti","02307130696","info@pec.asl2abruzzo.it",t,"L7",2048
"asl_2sav","Azienda Sanitaria Locale 2 di Savona","01062990096","protocollo@pec.asl2.liguria.it",t,"L7",6653
"asl3_gen","ASL 3 Genovese","03399650104","protocollo@pec.asl3.liguria.it",t,"L7",3073
"asl4_chi","Azienda Sanitaria Locale 4 Chiavarese","01038700991","protocollo.generale@pec.asl4.liguria.it",t,"L7",2039
"asl_5pi","Azienda Usl 5 di Pisa","01311020505","protocollo@pec.usl5.toscana.it",t,"L7",5245
"asl6_vs","Azienda Sanitaria Locale N.6 di Sanluri","91009910927","asl6sanluri@pec.it",t,"L7",6427
"asl7_ca","Asl 7 di Carbonia","02261310920","protocollo@pec.aslcarbonia.it",t,"L7",1348
"asl_alcm","Azienda Sanitaria Locale Al di Casale Monferrato","02190140067","aslal@pec.aslal.it",t,"L7",1454
"asl_bg","Azienda Sanitaria Locale della Provincia di Bergamo","02584740167","protocollo@pec.asl.bergamo.it",t,"L7",639
"asl_bi","Azienda Sanitaria Locale della Provincia di Biella","01810260024","ufficio.protocollo@cert.aslbi.piemonte.it",t,"L7",687
"asl_bo","Azienda USL di Bologna","02406911202","protocollo@pec.ausl.bologna.it",t,"L7",740
"ASL_BS","Azienda Sanitaria Locale della provincia di Brescia","03436310175","servizioprotocollo@pec.aslbrescia.it",t,"L7",900
"ASL_CN1","Azienda Sanitaria Locale CN1 di Cuneo, Mondovi' e Savigliano","01128930045","protocollo@aslcn1.legalmailPA.it",t,"L7",2474
"asl_lc","Azienda Sanitaria Locale della Provincia di Lecco","02356390134","protocollo@pec.asl.lecco.it",t,"L7",3504
"asl_lo","Azienda Sanitaria Locale della Provincia di Lodi","11387440156","protocollo.lodi@pec.asl.lodi.it",t,"L7",3610
"asl_lt","Azienda USL Latina","01684950593","protocolloaoo01@pec.ausl.latina.it",t,"L7",3477
"asl_mb","ASL Provincia Monza e Brianza","02734330968","protocollo.aagg@pec.aslmb.it",t,"L7",4442
"asl_mi2","ASL Milano Due","12319440157","protocollo@pec.aslmi2.it",t,"L7",3966
"asl_mila","A.S.L. DI MILANO","12319130154","protocollogenerale@pec.asl.milano.it",t,"L7",4046
"asl_or","Azienda Sanitaria Locale 5 di Oristano","00681110953","direzione.generale@pec.asloristano.it",t,"L7",4762
"asl_pv","Azienda Sanitaria Locale della Provincia di Pavia","01748780184","protocollo@pec.asl.pavia.it",t,"L7",4991
"asl_sa","Azienda Sanitaria Locale di Salerno","04701800650","protocollogenerale@pec.aslsalerno.it",t,"L7",6032
"asl_to2","Azienda Sanitaria Locale TO2 di Torino","09737190018","ufficio.protocollo@cert.aslto2.piemonte.it",t,"L7",7251
"ASL_TO4","Azienda Sanitaria Locale TO4","09736160012","direzione.generale@pec.aslto4.piemonte.it",t,"L7",2073
"asl_to5c","Azienda Sanitaria Locale TO5 di Chieri","06827170017","protocollo@cert.aslto5.piemonte.it",t,"L7",2043
"aslun_ca","Azienda Ospedaliera Universitaria di Cagliari","03108560925","dir.generale@pec.aoucagliari.it",t,"L8",1032
"asl_va","Azienda Sanitaria Locale della Provincia di Varese","02413470127","protocollo@pec.asl.varese.it",t,"L7",7635
"asl_vase","Azienda Sanitaria Locale di Vallecamonica - Sebino","02072150986","protocollo@pec.aslvallecamonicasebino.it",t,"L7",894
"asl_vc","Azienda Sanitaria Locale Vercelli","01811110020","aslvercelli@pec.aslvc.piemonte.it",t,"L7",7692
"as_MN","Azienda Sanitaria Locale della Provincia di Mantova","01838560207","direzione.generale@pec.aslmn.it",t,"L7",3803
"asoom_to","Azienda Ospedaliera Ordine Mauriziano di Torino","09059340019","aso.ordinemauriziano@postemailcertificata.it",t,"L8",7251
"asp_035","PROGETTO PERSONA","02327140352","aspprogettopersonasegreteria@pec.it",t,"L34",3303
"aspa","Asp Argenta - Portomaggiore","01760920387","asp.argenta-portomaggiore@pec.comune.argenta.fe.it",t,"L34",319
"ASPA_BZ","Azienda Sanitaria della Provincia autonoma di Bolzano - Sanitatsbetrieb der autonomen Provinz Bozen","00773750211","admin@pec.sabes.it",t,"L7",747
"aspad","Azienda Pubblica di Servizi alla Persona Ardito Desio","81001370303","direzione@pec.asparditodesio.it",t,"L34",4914
"aspasi","Azienda di Servizi alla Persona Asp Solidarieta' Insieme","02295440396","aspsolidarieta@legalmail.it",t,"L34",1578
"aspas_pr","A.S.P. Azienda Sociale Sud-est di Langhirano","80001010349","info@pec.aspsocialesudest.it",t,"L37",3451
"aspc_093","Azienda di Servizi alla Persona di Cavasso Nuovo-Fanna","81004630935","aspcavasso@qnetpec.it",t,"L34",1850
"asp_cals","ASP della Carnia S. L. Scrosoppi","00170100309","postacert@pec.aspcarnia.it",t,"L34",7231
"aspcd_ud","A.S.P. Casa Degli Operai Vecchi Ed Inabili al Lavoro di Paluzza","84005090307","covilpaluzza@pec.it",t,"L34",4928
"aspcm_mo","Azienda Pubblica di Servizi alla Persona dei Comuni Modenesi Area Nord","03198590360","asp.mo.areanord@pec.it",t,"L34",6142
"aspcs","Asp Carlo Sartori","80011590355","amministrazione@pec.carlosartori.it",t,"L34",6351
"aspcv_99","Azienda di Servizi alla Persona Casa Valloni","03732210400","infoaspcasavalloni@registerpec.it",t,"L34",5702
"asp_cz","Azienda Sanitaria Provinciale di Catanzaro","02865540799","direzionegenerale@pec.asp.cz.it",t,"L7",1822
"aspdf","Asp del Delta Ferrarese","82005060387","aspdeldeltaferrarese@pec.it",t,"L34",2186
"aspe","Azienda Sanitaria Provinciale di Enna","01151150867","protocollo.generale@pec.asp.enna.it",t,"L7",2623
"asp_lrsl","ASP LAURA RODRIGUEZ Y LASO DE' BUOI","80007270376","asp@pec.asplaurarodriguez.it",t,"L34",6228
"aspma","Azienda di Servizi alla Persona Magiera Ansaloni","80010410357","magieraansaloni@cert.provincia.re.it",t,"L34",5706
"asppp_mo","A.S.P. Patronato Pei Figli del Popolo e Fondazione S. Paolo e S. Geminiano di Modena","03219370362","amministrazione@pec.aspminori.it",t,"L34",4086
"asppr","Asp Paolo Ricci","00259160430","asp.paoloricci@emarche.it",t,"L34",2153
"aspsmco","ASP Bassa Est San Mauro Abate di Colorno","80002130344","protocollo@pec.aspsanmauro.it",t,"L34",2252
"aspsp","Azienda di Servizi alla Persona di Spilimbergo","81000750935","aspspilimbergo@qnetpec.it",t,"L34",6995
"asp_td","ASP delle Terre d'Argine","03169870361","aspterredargine@pec.it",t,"L34",1404
"asp_tp","Azienda Sanitaria Provinciale di Trapani","02363280815","direzione.generale@pec.asptrapani.it",t,"L7",7343
"asp_vcro","Asp Villa Carpaneda di Rodigo","80001830209","direzione.villacarpaneda@registerpec.it",t,"L37",5858
"as_pz","Azienda Sanitaria di Potenza ASP","01722360763","protocollo@pec.aspbasilicata.it",t,"L7",5446
"ass","Apsp Santo Spirito","00961230216","apsp.santospirito@pec.brennercom.net",t,"L34",903
"ass6_foc","Azienda per i Servizi Sanitari numero 6 Friuli Occidentale","01278420938","Ass6PN.protgen@certsanita.fvg.it",t,"L7",5402
"assif","Azienda Speciale Servizi Infanzia e Famiglia G.B. Chimelli","80010630228","asifchimelli@pec.it",t,"L37",5043
"ASSL10VE","AZIENDA UNITA' LOCALE SOCIO SANITARIA N. 10 VENETO ORIENTALE","02799490277","protocollo.ulss10@pecveneto.it",t,"L7",6129
"as_valao","Azienda USL della Valle d'Aosta","91001750073","protocollo@pec.ausl.vda.it",t,"L7",266
"ataspa","Ata S.P.A.","01164640094","protocollo.ataspa@pec.it",t,"L37",6653
"atc_al","Agenzia Territoriale per la casa del Piemonte Sud","00161450069","atc00@atcalessandria.legalmail.it",t,"L39",144
"atctor","Afc Torino S.P.A.","07019070015","afctorino@legalmail.it",t,"L37",7251
"ateis","Agenzia Territoriale dell'Emilia-Romagna per i Servizi Idrici e Rifiuti","91342750378","dgatersir@pec.atersir.emr.it",t,"L44",740
"aterp_pe","Azienda Territoriale Edilizia Residenziale Pescara","00062890686","aterpescara@legalmail.it",t,"L39",5066
"ater_pz","Azienda Territoriale Edilizia Residenziale Pubblica della Provincia di Potenza","00090670761","info@pec.aterpotenza.it",t,"L39",5446
"atfvg","Agenzia per il Turismo del Friuli Venezia Giulia","94096480309","agenzia.turismo.fvg@certregione.fvg.it",t,"L10",1987
"ati2pg","Ambito Territoriale Integrato N. 2 dell'Umbria","03074910542","info@pec.ati2umbria.it",t,"L44",5062
"atic","ISTITUTO COMPRENSIVO 2 ACQUI TERME","90023710065","ALIC837005@PEC.ISTRUZIONE.IT",t,"L33",43
"atin_","Ambito Territoriale Integrato N. 1","03076090541","ati1@postacert.umbria.it",t,"L23",2133
"atisp_co","Azienda Territoriale per i Servizi alla Persona","02971380130","tecumserviziallapersona@twtcert.it",t,"L37",3844
"atlc_004","Agenzia Territoriale per La Casa della Provincia di Cuneo","00180300048","atc.cuneo@legalmail.it",t,"L39",2474
"atlcp","Agenzia Territoriale per La Casa della Provincia di Vercelli","00160310025","atcvercelli@legalmail.it",t,"L39",7692
"atlcp_96","Agenzia Territoriale per La Casa della Provincia di Biella","00161200027","atcbiella@legpec.it",t,"L39",687
"ato2piem","Autorita d' Ambito n 2  -  Biellese, Vercellese, Casalese","94025120026","ato2piemonte@legalmailpa.it",t,"L23",7692
"ato5_atm","Autorita' d'Ambito n.5 Astigiano Monferrato","92047650053","infoato5asti@legalmail.it",t,"L23",386
"ato_5tc","Ente d'Ambito Territoriale Ottimale numero 5 Teramano","92024010677","info@pec.ato5teramo.it",t,"L44",7154
"ato6_ale","Autorita d' Ambito N 6 Alessandrino","01991550060","posta@cert.ato6alessandrino.it",t,"L23",144
"ATOBRENT","Consiglio di Bacino Brenta","92145800287","consigliobacinobrenta@legalmailpa.it",t,"L44",2135
"atoc_","Ambito Territoriale Ottimale di Caltanissetta in Liquidazione","92039930851","info@pec.atoidrico.caltanissetta.it",t,"L44",1092
"ats1_sca","Ambito Territoriale S1 - Comune di Scafati Capofila - Piano di Zona Dei Servizi Sociali","","pianodizonas1@pec.it",t,"L23",4604
"atssr","Alto Trevigiano Servizi S.R.L.","04163490263","appalti@ats-pec.it",t,"L37",4264
"au12ve","Azienda ULSS 12 Veneziana","02798850273","protocollo.ulss12@pecveneto.it",t,"L7",7678
"AU1AP","Azienda ULSS 15 - Alta Padovana","00347610289","protocollo@pec.ulss15.pd.it",t,"L7",2135
"AU2B","Azienda ULSS 22 - Bussolengo","02576210237","protocollo@cert.ulss22.ven.it",t,"L7",1005
"AU2V","Azienda ULSS 20 - Verona","02573090236","protocollo.ulss20.verona@pecveneto.it",t,"L7",7713
"audf","Azienda Sanitaria di Firenze","04612810483","asf@pec.asf.toscana.it",t,"L7",2782
"AULSSN21","Azienda Unita' Locale Socio Sanitaria N21 Legnago","02574230237","protocollo.aulss21.legnago.vr@pecveneto.it",t,"L7",3508
"aulss_ro","AZIENDA ULSS 18 ROVIGO","01013470297","asl18.rovigo@actaliscertymail.it",t,"L7",5965
"aur_","Agenzia Umbria Ricerche","02583960543","aur@pec.it",t,"L1",5062
"ausl_fe","Azienda USL di Ferrara","01295960387","affariistituzionali@pec.ausl.fe.it",t,"L7",2732
"ausllu","Azienda U.S.L. 2 Lucca","00559320460","aziendausl2lucca@postacert.toscana.it",t,"L7",3660
"ausl_pt","Azienda Usl 3 di Pistoia","01241740479","protocollo@pec.usl3.toscana.it",t,"L7",5253
"auslre","Azienda USL di Reggio Emilia","01598570354","info@pec.ausl.re.it",t,"L7",5650
"ava_061","ISTITUTO SUPERIORE ALESSANDRO VOLTA AVERSA","81001090612","CEIS03700T@pec.istruzione.it",t,"L33",413
"AVEPA","Agenzia veneta per i pagamenti in agricoltura - AVEPA","90098670277","protocollo@cert.avepa.it",t,"L21",4864
"avsl","Apsp Villa San Lorenzo","86003930228","rsastoro@pec.it",t,"L34",7045
"azhos_pr","Azienda Ospedaliero-Universitaria di Parma","01874240342","protocollo@cert.ao.pr.it",t,"L8",4954
"azosp_pv","Azienda Ospedaliera di Pavia","01949220188","urp@pec.ospedali.pavia.it",t,"L8",4991
"B432","Comune di Calto","00197650294","comune.calto.ro@pecveneto.it",t,"L6",1095
"bdi_rm","Banca D'Italia","00997670583","bancaditalia@pec.bancaditalia.it",t,"C5",5873
"bpica","Biblioteca Provinciale Italiana Claudia Augusta","94076310211","v.trevisan@pec.brennercom.net",t,"C7",747
"C","Sozialwissenschaftliches Gymnasium","81006310213","sowigym.brixen@pec.prov.bz.it",t,"L33",903
"c_0319","Comune di Dolcedo","00246190086","comune.dolcedo@legalmail.it",t,"L6",2560
"c_067039","Comune di Sant'Omero","82002660676","protocollo@pec.comune.santomero.te.it",t,"L6",6504
"c_0899","Comune di Gambettola","00607230406","comune.gambettola@cert.provincia.fc.it",t,"L6",3017
"c_0res","Comune di Corte Brugnatella","80004220333","comune.cortebrugnatella@sintranet.legalmail.it",t,"L6",2364
"c_0wjr","Comune di Cavaglio Spoccia","00475890034","cavaglio.spoccia@cert.ruparpiemonte.it",t,"L6",1835
"c_1jzf","Comune di Vallio Terme","00843830175","protocollo@pec.comune.vallioterme.bs.it",t,"L6",7590
"c_1k21","Comune di Caderzone Terme","00293350229","comune@pec.caderzone.net",t,"L6",1024
"c_295","Comune di Incisa Scapaccino","82002310058","incisa.scapaccino@cert.ruparpiemonte.it",t,"L6",3329
